time,duration / s,Lat,Lon,temperature / C,pressure / hPa,humidity / %,CO2 / ppm,SO2 / ppm
18:17:33,0,38.415175,14.95334,16.91,1022.15,35.44,517.6605177,0.523809524
18:17:35,2,38.41517167,14.95333667,18.18,1022.17,33.71,514.8005148,0.384180791
18:17:37,4,38.41517,14.95333667,18.4,1022.15,33.34,513.8471805,0.577885391
18:17:39,6,38.41516833,14.95333167,18.73,1022.18,32.89,511.9405119,0.405972559
18:17:41,8,38.41516333,14.95333,18.87,1022.07,32.46,511.9405119,0.547215496
18:17:43,10,38.41516333,14.95332833,18.91,1022.05,32.32,510.9871777,0.371267151
18:17:45,12,38.41516333,14.95333,18.79,1022.22,32.46,510.0338434,-0.144471348
18:17:47,14,38.41516333,14.95332833,18.79,1022.19,32.51,510.0338434,0.209039548
18:17:49,16,38.41516667,14.95332333,18.5,1021.97,32.63,509.0805091,-0.044390638
18:17:51,18,38.41516667,14.95332333,18.43,1022.16,32.82,508.1271748,-0.517352704
18:17:53,20,38.41516667,14.953325,18.37,1022.17,33.01,508.1271748,0.537530266
18:17:55,22,38.415165,14.95332333,18.25,1022.19,33.26,508.1271748,0.371267151
18:17:57,24,38.415165,14.95331833,18.14,1022.16,33.37,508.1271748,0.384987893
18:17:59,26,38.41516,14.95331333,17.98,1022.17,33.44,508.1271748,0.370460048
18:18:01,28,38.415155,14.95330833,17.79,1022.15,33.46,508.1271748,0.233252623
18:18:03,30,38.41515333,14.95329833,17.64,1022.1,33.57,508.1271748,0.231638418
18:18:05,32,38.41515167,14.95329167,17.56,1022.19,33.92,508.1271748,0.219531881
18:18:07,34,38.41515333,14.95329,17.39,1022.16,34.06,508.1271748,0.179176755
18:18:09,36,38.41515333,14.95329167,17.17,1022.13,34.42,509.0805091,0.13236481
18:18:11,38,38.41515333,14.95329333,17.14,1022.16,34.41,509.0805091,0.163034705
18:18:13,40,38.41515333,14.95329333,16.97,1022.17,34.67,510.0338434,0.134786118
18:18:15,42,38.41515333,14.953295,16.86,1022.14,34.9,510.9871777,0.124293785
18:18:17,44,38.41515333,14.953295,16.75,1022.17,35.05,510.9871777,0.13236481
18:18:19,46,38.41515333,14.953295,16.73,1022.15,35.14,511.9405119,0.05165456
18:18:21,48,38.41515333,14.953295,16.61,1022.14,35.56,512.8938462,0.027441485
18:18:23,50,38.41515333,14.953295,16.5,1022.19,35.62,512.8938462,0.05488297
18:18:25,52,38.41515333,14.953295,16.43,1022.14,35.84,512.8938462,0.03551251
18:18:27,54,38.41515333,14.953295,16.38,1022.11,35.9,512.8938462,-0.046004843
18:18:29,56,38.41515333,14.953295,16.29,1022.07,36.26,512.8938462,0.060532688
18:18:31,58,38.41515333,14.953295,16.18,1022.1,36.37,511.9405119,-0.017756255
18:18:33,60,38.41515333,14.953295,16.07,1022.09,36.5,510.0338434,0.001614205
18:18:35,62,38.41515333,14.953295,15.97,1022.09,36.66,510.0338434,0.047619048
18:18:37,64,38.41515333,14.953295,15.75,1022.1,37.05,508.1271748,0.068603713
18:18:39,66,38.41515333,14.953295,15.61,1022.08,37.29,506.2205062,0.04196933
18:18:41,68,38.41515333,14.953295,15.48,1022.08,37.56,506.2205062,0.04842615
18:18:43,70,38.41515333,14.953295,15.36,1022.1,37.97,505.2671719,0.07748184
18:18:45,72,38.41515333,14.953295,15.25,1022.05,38.17,504.3138376,0.052461663
18:18:47,74,38.41515333,14.953295,15.23,1022.1,38.28,504.3138376,0.010492333
18:18:49,76,38.41515333,14.953295,15.08,1022.11,38.58,503.3605034,0.030669895
18:18:51,78,38.41515333,14.953295,14.98,1022.12,38.89,502.4071691,-0.004842615
18:18:53,80,38.41515333,14.953295,15,1022.13,38.92,502.4071691,0.108958838
18:18:55,82,38.41515333,14.953295,14.98,1022.16,38.99,501.4538348,0.121872478
18:18:57,84,38.41515333,14.953295,14.88,1022.17,39.08,500.5005005,0.101694915
18:18:59,86,38.41515333,14.953295,14.82,1022.1,39.24,500.5005005,0.099273608
18:19:01,88,38.415155,14.9533,14.7,1022.15,39.44,499.5471662,0.081517353
18:19:03,90,38.41515667,14.953305,14.67,1022.16,39.69,497.6404976,0.05165456
18:19:05,92,38.41515667,14.95330667,14.66,1022.18,39.82,497.6404976,0.012106538
18:19:07,94,38.41516333,14.95330833,14.57,1021.97,39.97,495.7338291,-0.564971751
18:19:09,96,38.41516167,14.953305,14.52,1021.37,40.02,493.8271605,-0.026634383
18:19:11,98,38.41515333,14.953295,14.4,1020.33,40.26,493.8271605,-0.564971751
18:19:13,100,38.41513833,14.95327167,14.24,1018.98,40.51,491.9204919,-0.008071025
18:19:15,102,38.415105,14.95324667,13.98,1017.79,41.19,490.0138233,0.704600484
18:19:17,104,38.41508,14.95323333,13.66,1015.7,41.59,490.0138233,0.292978208
18:19:19,106,38.41506833,14.95322167,13.65,1014.8,41.57,487.1538205,0.791767554
18:19:21,108,38.41507,14.95321667,13.41,1013.22,41.39,485.2471519,-0.297820823
18:19:23,110,38.41508833,14.95321667,13.21,1011.75,40.96,485.2471519,0.87409201
18:19:25,112,38.41509667,14.95323667,12.9,1010.04,41.21,482.3871491,0.99677159
18:19:27,114,38.41510667,14.95325667,12.87,1009.56,41.41,478.5738119,-0.163034705
18:19:29,116,38.41511167,14.95327,12.52,1009.63,42.02,478.5738119,0.199354318
18:19:31,118,38.41511667,14.953275,12.55,1008.49,42.46,475.713809,1.156577885
18:19:33,120,38.41512,14.95327667,12.42,1007.58,42.88,472.8538062,0.343825666
18:19:35,122,38.41512333,14.95328333,12.3,1007.54,43.14,472.8538062,0.703793382
18:19:37,124,38.41512833,14.953285,12.2,1007.53,43.29,469.040469,0.995157385
18:19:39,126,38.41513167,14.953285,12.01,1007.29,43.4,464.2737976,0.309120258
18:19:41,128,38.41513167,14.953285,12.03,1007.44,43.69,464.2737976,1.101694915
18:19:43,130,38.41513333,14.95328,11.96,1006.31,43.84,460.4604605,1.149313963
18:19:45,132,38.41514,14.95330333,11.89,1005.03,43.86,455.693789,1.075060533
18:19:47,134,38.41515,14.953335,11.83,1003.59,43.62,455.693789,1.10653753
18:19:49,136,38.41514833,14.95333833,11.36,1002.45,43.5,452.8337862,0.13559322
18:19:51,138,38.415155,14.95336167,11.66,1001.59,43.54,449.020449,0.347054076
18:19:53,140,38.41515667,14.95337,11.6,1000.47,43.47,449.020449,0.86763519
18:19:55,142,38.41516,14.95337167,11.51,1000.31,43.69,446.1604462,0.92251816
18:19:57,144,38.41515333,14.95339167,11.35,1000.69,44.04,443.3004433,1.351896691
18:19:59,146,38.41509667,14.95347167,11.42,1000.94,44.4,443.3004433,0.210653753
18:20:01,148,38.41499667,14.95361333,11.33,1000.61,44.71,440.4404404,0.788539144
18:20:03,150,38.41487333,14.95378167,11.33,1000.62,44.88,438.5337719,0.621468927
18:20:05,152,38.41474167,14.95395833,11.33,1000.69,45.3,438.5337719,0.512510089
18:20:07,154,38.41459667,14.95411833,11.27,1000.69,45.33,433.7671004,0.358353511
18:20:09,156,38.41445167,14.95428667,11.26,1000.75,45.45,428.0470947,0.393866021
18:20:11,158,38.414315,14.95446667,11.24,1000.69,46.16,428.0470947,0.566585956
18:20:13,160,38.414175,14.95465333,11.2,1000.64,46.23,420.4204204,0.584342211
18:20:15,162,38.41403667,14.95483,11.21,1000.7,46.73,420.4204204,0.559322034
18:20:17,164,38.41389833,14.95501167,11.12,1000.51,47.25,411.8404118,0.371267151
18:20:19,166,38.413755,14.95518833,11.18,1000.7,47.78,402.307069,0.484261501
18:20:21,168,38.41361167,14.955365,11.19,1000.75,47.39,392.7737261,0.341404358
18:20:23,170,38.41347333,14.95554167,11.18,1000.71,47.76,392.7737261,0.718321227
18:20:25,172,38.413335,14.95571667,11.16,1000.7,47.5,385.1470518,0.440677966
18:20:27,174,38.413195,14.95589,11.09,1000.68,47.57,385.1470518,-0.05488297
18:20:29,176,38.41306,14.95606,11.14,1000.75,47.38,377.5203775,0.005649718
18:20:31,178,38.41292333,14.95623167,11.13,1000.71,47.47,374.6603747,-0.024213075
18:20:33,180,38.412785,14.95640333,11.07,1000.64,47.73,374.6603747,0.301856336
