index,time,duration / s,Lat,Lon,temperature / C,pressure / hPa,humidity / %,CO2 / ppm,SO2 / ppm,CO2 / ppm_smooth_9_3,SO2 / ppm_smooth_9_3,CO2 / ppm_smooth_9_3_rt_corrected_40,SO2 / ppm_smooth_9_3_rt_corrected_8,CO2 / ppm_smooth_9_3_rt_corrected_40_shifted_11,CO2 / ppm_smooth_9_3_staticerror_0.00364_8.15,SO2 / ppm_smooth_9_3_staticerror_0.0323_0.25,CO2 / ppm_smooth_9_3_staticerror_0.00364_8.15_with_complete_rt_error,SO2 / ppm_smooth_9_3_staticerror_0.0323_0.25_with_complete_rt_error,CO2 / ppm_smooth_9_3_rt_corrected_40_shifted_11_smooth_9_3,SO2 / ppm_smooth_9_3_rt_corrected_8_smooth_9_3,ratio_CO2 / ppm_smooth_9_3_rt_corrected_40_shifted_11_SO2 / ppm_smooth_9_3_rt_corrected_8,ratio_error_CO2 / ppm_smooth_9_3_rt_corrected_40_shifted_11_CO2 / ppm_smooth_9_3_staticerror_0.00364_8.15_with_complete_rt_error_SO2 / ppm_smooth_9_3_rt_corrected_8_SO2 / ppm_smooth_9_3_staticerror_0.0323_0.25_with_complete_rt_error_420,ratio_CO2 / ppm_smooth_9_3_rt_corrected_40_shifted_11_smooth_9_3_SO2 / ppm_smooth_9_3_rt_corrected_8_smooth_9_3,ratio_error_CO2 / ppm_smooth_9_3_rt_corrected_40_shifted_11_smooth_9_3_CO2 / ppm_smooth_9_3_staticerror_0.00364_8.15_with_complete_rt_error_SO2 / ppm_smooth_9_3_rt_corrected_8_smooth_9_3_SO2 / ppm_smooth_9_3_staticerror_0.0323_0.25_with_complete_rt_error_420,ratio_CO2 / ppm_smooth_9_3_rt_corrected_40_shifted_11_SO2 / ppm_smooth_9_3,ratio_error_CO2 / ppm_smooth_9_3_rt_corrected_40_shifted_11_CO2 / ppm_smooth_9_3_staticerror_0.00364_8.15_with_complete_rt_error_SO2 / ppm_smooth_9_3_SO2 / ppm_smooth_9_3_staticerror_0.0323_0.25_420,ratio_CO2 / ppm_smooth_9_3_rt_corrected_40_shifted_11_smooth_9_3_SO2 / ppm_smooth_9_3,ratio_error_CO2 / ppm_smooth_9_3_rt_corrected_40_shifted_11_smooth_9_3_CO2 / ppm_smooth_9_3_staticerror_0.00364_8.15_with_complete_rt_error_SO2 / ppm_smooth_9_3_SO2 / ppm_smooth_9_3_staticerror_0.0323_0.25_420,ratio_CO2 / ppm_smooth_9_3_rt_corrected_40_shifted_11_smooth_9_3_SO2 / ppm_smooth_9_3_rt_corrected_8_smooth_9_3_corrected,ratio_CO2 / ppm_smooth_9_3_rt_corrected_40_shifted_11_SO2 / ppm_smooth_9_3_rt_corrected_8_corrected,ratio_CO2 / ppm_smooth_9_3_rt_corrected_40_shifted_11_SO2 / ppm_smooth_9_3_corrected,ratio_CO2 / ppm_smooth_9_3_rt_corrected_40_shifted_11_smooth_9_3_SO2 / ppm_smooth_9_3_ratioscorrected
0,18:38:05,0,38.41515667,14.95335167,11.54,1000.43,44.77,481.4338148,0.296206618,481.34714804747455,0.1565860377272732,468.9249130777776,-0.6279175939090896,0.0,26.20210361889281,0.7550577290185909,27.133771241620085,1.049246590882227,36.39749351895633,-0.7474259497506216,668.8775789595218,43.21231241937223,513.2314533754582,77.40299295263983,-2682.231481784579,173.28346534241533,-2449.787427083163,1134.1607958112415,,,,
1,18:38:07,2,38.41515167,14.953405,11.43,999.04,45.12,480.4804805,0.001614205,480.7260362989897,-0.0395398701818175,461.3704611604627,-0.4262782324848482,0.0,26.199842772128324,0.7487228621931273,27.65151090751785,0.8937497480567639,-36.81202655782492,-0.3094667885634923,985.271984336964,64.8672833851555,1476.1261739209287,354.9699537399605,10622.189654864824,699.3323645314713,11553.199958858007,17643.379317519164,,,,
2,18:38:09,4,38.41517333,14.95345,11.33,997.67,45.31,479.5271462,-1.020177563,479.75825754206335,-0.1362244607575752,454.04712058824,-0.190189686515152,0.0,26.196320057453114,0.7455999499175303,28.124655328989867,0.7658369095766216,-49.31012811850432,-0.0051949585389338,2208.321637706362,147.8768688477187,90339.5329531974,1399302.155654106,3083.1467246358293,206.45818799782555,3445.123772254733,1991.9441391658136,,,,
3,18:38:11,6,38.415195,14.953485,11.22,996.26,45.55,479.5271462,0.611783697,478.4727006943722,-0.1497157671969694,446.983780278777,0.0641000108030302,0.0,26.19164063052752,0.7451641807195379,28.55330966169716,0.8253450974695378,-13.914694748264886,0.1849791958242012,-6552.260986204785,445.44937362705343,-2345.7486276491586,369.4262872600931,2805.315751730001,190.7167841856749,2898.256495439101,500.3566887763153,,,,
4,18:38:13,8,38.41518833,14.95350833,11.07,994.84,45.8,476.6671433,0.10330912,476.8982546735924,-0.0962618226969695,436.3712300848465,0.8733233404545437,0.0,26.18590964701188,0.7468907431268879,29.225436491167823,1.1104851793087054,56.556389967710544,0.2806453300270599,-480.9215333480039,33.464623166897944,-1295.0281766571572,804.1758042456269,4363.100429982013,303.6036060024437,3775.573740966898,4568.689517583495,,,,
5,18:38:15,10,38.41518333,14.95356167,10.99,993.38,45.8,473.8071405,0.014527845,474.8719034441551,0.1461344680909088,435.7480550545442,0.2353000777186144,0.0,26.178533728536728,0.7547201433193363,29.112822357757544,0.788157246929726,148.96194386891355,0.3528381059493531,-1784.954786552432,123.72636099411902,-768.1654888205064,946.6581198573352,-2874.065273489908,199.21940893264653,-1854.716821239438,5268.253744193357,,,,
6,18:38:17,12,38.415185,14.95364,10.87,991.92,45.94,473.8071405,-0.200161421,472.9157110246746,0.1684258704978352,433.5442433363636,-0.0004577084112555,405.9264377913417,26.17141318812982,0.7554401556170801,29.124273264753143,0.8187714977079892,251.9474877304112,0.3495366406971747,30747.87760630036,1586471472.0672762,-480.78654053090565,1690.5012844360645,-83.5593853073729,10811.485210501149,-997.7832489323472,6711.764059907737,,,,
7,18:38:19,14,38.41518667,14.95371333,10.79,990.45,45.84,470.9471376,0.269572236,470.94713764025903,0.1262049757705625,440.24234505151446,0.1345764809480521,383.4426059458883,26.164247581010542,0.7540764207173891,28.467107025166385,0.7572157351589477,336.49466640267326,0.1237526160947035,-271.6477188032819,16033.172424924578,-674.7763096452285,16639.127286479757,-289.66682043164536,18155.001741210872,-661.664352672888,15932.506991949003,,,,
8,18:38:21,16,38.41518667,14.95378167,10.68,989.05,45.7,468.0871348,0.577885391,469.4118980108218,0.1282978520649349,422.77693049566926,0.2158003418658,387.3714987887433,26.1586593087594,0.7541440206216974,29.65628187239584,0.7869574542970218,391.50725897447256,-0.1402481300378735,-151.19763448543304,6547.422169134188,203.1595074945604,15665.219439903349,-254.3183746735104,17749.250421675315,-222.0827595079808,17938.717791320498,,,,
9,18:38:23,18,38.41516833,14.95377,10.57,988.4,45.85,468.0871348,-0.475383374,467.0801496350642,0.1501734745151512,420.2801026740288,-0.1633037391991336,375.5848200926391,26.150171744671635,0.7548506032268394,29.660175266749288,0.8724045583696962,399.3812844623592,-0.2054703792461903,271.97895238149283,12287.998362565064,100.34884645312256,8254.173893749015,-295.75915487578186,12572.920549667697,-137.29931736753258,13369.33033027986,,,,
10,18:38:25,20,38.41516667,14.95378667,10.49,988.62,46.54,465.2271319,0.691686844,464.7401472870124,0.07180417108658,409.2734250878775,-0.7483657047402584,324.82699138571365,26.14165413612473,0.7523192747260965,30.301658301059845,1.059882978161161,342.5099569105122,-0.3185152177247979,127.17446565422028,616.0590341630995,243.2852145747096,3579.514971025605,-1325.452368213104,47399.32591858815,-1079.185817715964,49979.4560963636,,,,
11,18:38:27,22,38.41510333,14.95383833,10.42,988.71,46.72,462.367129,-0.597255851,461.96681117705566,-0.1332382978701296,410.8746963632018,-0.2765321838095231,329.8247738155848,26.131559192684485,0.7456964029787948,29.963467803723525,0.7994316102060673,326.8242034462126,-0.3104077257629157,326.0930606418252,3449.7494565129573,300.1722857405731,2713.347934236475,676.7965939666312,13856.20744304792,699.3169234615107,13730.184394671363,,,,
12,18:38:29,24,38.41495667,14.95394667,10.4,988.56,46.92,457.6004576,0.104116223,459.41220543636297,-0.169061769354978,405.9264377913417,-0.2163279278311688,310.5311039445896,26.122260427788365,0.7445393048498342,30.13369300116496,0.7622641142784058,308.4047938256828,-0.3297211331867269,506.0321945155618,5059.994296526777,338.45330172124227,2164.3154664409103,647.5082833515082,8091.095391610466,660.0854031049527,8035.719939543914,,,,
